test,config,task_id,timestamp,pattern,model,n_agents,n_rounds_to_consensus,converged,final_answer,total_tokens_generated,tokens_per_agent_round,total_latency_s,gpu_energy_j,total_energy_j,prompt_text,concurrency
scaling,nl_debate_3a,df56d8d9,2026-03-15T02:06:00.561025,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4903,1634.3,25.2395,18558.238,18558.238,My smart home device won't connect to the WiFi after the firmware update.,1
scaling,nl_debate_3a,ce53bbf1,2026-03-15T02:06:25.806834,nl_debate,Qwen/Qwen3.5-27B,3,1,True,general,5641,1880.3,26.875,19794.683,19794.683,I'm moving next month and need to transfer my service to a new address.,1
scaling,nl_debate_3a,224a73d8,2026-03-15T02:06:52.686812,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,5338,1779.3,25.7502,18907.679,18907.679,Your website says my payment failed but my bank shows it went through.,1
scaling,select_5a,61885a71,2026-03-15T02:07:28.442588,select,Qwen/Qwen3.5-27B,5,1,True,billing,10,2.0,0.2809,107.863,107.863,I was charged twice for my subscription last month and I need a refund immediately.,1
scaling,select_5a,ab8a58ac,2026-03-15T02:07:28.750481,select,Qwen/Qwen3.5-27B,5,1,True,technical,10,2.0,0.2474,67.203,67.203,My internet keeps dropping every 30 minutes and I've already restarted the router.,1
scaling,select_5a,713423f8,2026-03-15T02:07:29.010077,select,Qwen/Qwen3.5-27B,5,1,True,cancellation,15,3.0,0.2676,125.052,125.052,I want to cancel my account effective immediately and get a prorated refund.,1
scaling,select_5a,3db9f0e4,2026-03-15T02:07:29.290496,select,Qwen/Qwen3.5-27B,5,1,True,general,10,2.0,0.2775,112.974,112.974,What are your business hours and do you have a location near downtown?,1
scaling,select_5a,9f1db4a4,2026-03-15T02:07:29.585715,select,Qwen/Qwen3.5-27B,5,1,True,technical,10,2.0,0.253,73.733,73.733,The app crashes every time I try to upload a file larger than 10MB.,1
scaling,select_5a,9220efc3,2026-03-15T02:07:29.844452,select,Qwen/Qwen3.5-27B,5,1,True,general,10,2.0,0.2563,68.802,68.802,Can you explain the difference between your premium and basic plans?,1
scaling,select_5a,9b05b242,2026-03-15T02:07:30.110342,select,Qwen/Qwen3.5-27B,5,1,True,billing,10,2.0,0.2568,117.009,117.009,I need to update the credit card on file for automatic payments.,1
scaling,select_5a,e298c07f,2026-03-15T02:07:30.385386,select,Qwen/Qwen3.5-27B,5,1,True,technical,10,2.0,0.2503,74.56,74.56,My smart home device won't connect to the WiFi after the firmware update.,1
scaling,select_5a,46ef3d59,2026-03-15T02:07:30.641743,select,Qwen/Qwen3.5-27B,5,1,True,general,10,2.0,0.1601,92.334,92.334,I'm moving next month and need to transfer my service to a new address.,1
scaling,select_5a,8c5731b2,2026-03-15T02:07:30.806783,select,Qwen/Qwen3.5-27B,5,1,True,billing,10,2.0,0.1628,97.668,97.668,Your website says my payment failed but my bank shows it went through.,1
scaling,nl_debate_5a,0eac9e5f,2026-03-15T02:07:40.984399,nl_debate,Qwen/Qwen3.5-27B,5,1,True,billing,7944,1588.8,24.6893,18068.184,18068.184,I was charged twice for my subscription last month and I need a refund immediately.,1
scaling,nl_debate_5a,752ae8e0,2026-03-15T02:08:05.678688,nl_debate,Qwen/Qwen3.5-27B,5,1,True,technical,7345,1469.0,25.669,18874.611,18874.611,My internet keeps dropping every 30 minutes and I've already restarted the router.,1
scaling,nl_debate_5a,cb95fff8,2026-03-15T02:08:31.359781,nl_debate,Qwen/Qwen3.5-27B,5,2,True,cancellation,16407,1640.7,51.8615,38023.901,38023.901,I want to cancel my account effective immediately and get a prorated refund.,1
scaling,nl_debate_5a,95d4c443,2026-03-15T02:09:23.227615,nl_debate,Qwen/Qwen3.5-27B,5,1,True,general,6681,1336.2,27.2917,19922.937,19922.937,What are your business hours and do you have a location near downtown?,1
scaling,nl_debate_5a,c6b225ef,2026-03-15T02:09:50.524392,nl_debate,Qwen/Qwen3.5-27B,5,1,True,technical,8002,1600.4,26.7099,19556.353,19556.353,The app crashes every time I try to upload a file larger than 10MB.,1
scaling,nl_debate_5a,02f2d216,2026-03-15T02:10:17.239237,nl_debate,Qwen/Qwen3.5-27B,5,3,True,billing,23656,1577.1,81.7756,60201.077,60201.077,Can you explain the difference between your premium and basic plans?,1
scaling,nl_debate_5a,c2c648e0,2026-03-15T02:11:39.020286,nl_debate,Qwen/Qwen3.5-27B,5,1,True,billing,6366,1273.2,22.5633,16357.998,16357.998,I need to update the credit card on file for automatic payments.,1
scaling,nl_debate_5a,1924068c,2026-03-15T02:12:01.590117,nl_debate,Qwen/Qwen3.5-27B,5,1,True,technical,8269,1653.8,25.9934,19231.194,19231.194,My smart home device won't connect to the WiFi after the firmware update.,1
scaling,nl_debate_5a,62a6609c,2026-03-15T02:12:27.596400,nl_debate,Qwen/Qwen3.5-27B,5,5,False,general,41812,1672.5,136.1022,100411.243,100411.243,I'm moving next month and need to transfer my service to a new address.,1
scaling,nl_debate_5a,262c5774,2026-03-15T02:14:43.704763,nl_debate,Qwen/Qwen3.5-27B,5,1,True,billing,7481,1496.2,23.9082,17650.16,17650.16,Your website says my payment failed but my bank shows it went through.,1
scaling,select_7a,d5997e58,2026-03-15T02:15:17.620187,select,Qwen/Qwen3.5-27B,7,1,True,billing,14,2.0,0.2795,88.053,88.053,I was charged twice for my subscription last month and I need a refund immediately.,1
scaling,select_7a,ba652b82,2026-03-15T02:15:17.919101,select,Qwen/Qwen3.5-27B,7,1,True,technical,14,2.0,0.2558,140.816,140.816,My internet keeps dropping every 30 minutes and I've already restarted the router.,1
scaling,select_7a,7f10f839,2026-03-15T02:15:18.179626,select,Qwen/Qwen3.5-27B,7,1,True,cancellation,21,3.0,0.2632,134.75,134.75,I want to cancel my account effective immediately and get a prorated refund.,1
scaling,select_7a,af6492e7,2026-03-15T02:15:18.448319,select,Qwen/Qwen3.5-27B,7,1,True,general,14,2.0,0.2666,65.884,65.884,What are your business hours and do you have a location near downtown?,1
scaling,select_7a,459b9203,2026-03-15T02:15:18.719974,select,Qwen/Qwen3.5-27B,7,1,True,technical,14,2.0,0.1651,106.921,106.921,The app crashes every time I try to upload a file larger than 10MB.,1
scaling,select_7a,898a52d9,2026-03-15T02:15:18.890982,select,Qwen/Qwen3.5-27B,7,1,True,general,14,2.0,0.2516,133.225,133.225,Can you explain the difference between your premium and basic plans?,1
scaling,select_7a,82256976,2026-03-15T02:15:19.151144,select,Qwen/Qwen3.5-27B,7,1,True,billing,14,2.0,0.2725,63.387,63.387,I need to update the credit card on file for automatic payments.,1
scaling,select_7a,60b1a17a,2026-03-15T02:15:19.445417,select,Qwen/Qwen3.5-27B,7,1,True,technical,14,2.0,0.1629,43.233,43.233,My smart home device won't connect to the WiFi after the firmware update.,1
scaling,select_7a,0f1cfe9f,2026-03-15T02:15:19.617532,select,Qwen/Qwen3.5-27B,7,1,True,general,14,2.0,0.166,108.672,108.672,I'm moving next month and need to transfer my service to a new address.,1
scaling,select_7a,b9d27c3d,2026-03-15T02:15:19.790023,select,Qwen/Qwen3.5-27B,7,1,True,billing,14,2.0,0.1661,100.826,100.826,Your website says my payment failed but my bank shows it went through.,1
scaling,nl_debate_7a,712d3e8d,2026-03-15T02:15:29.979322,nl_debate,Qwen/Qwen3.5-27B,7,1,True,billing,10635,1519.3,25.5608,18632.875,18632.875,I was charged twice for my subscription last month and I need a refund immediately.,1
scaling,nl_debate_7a,490c89b8,2026-03-15T02:15:55.546986,nl_debate,Qwen/Qwen3.5-27B,7,2,True,technical,18372,1312.3,50.9598,37361.863,37361.863,My internet keeps dropping every 30 minutes and I've already restarted the router.,1
scaling,nl_debate_7a,201f449c,2026-03-15T02:16:46.519355,nl_debate,Qwen/Qwen3.5-27B,7,3,True,cancellation,34023,1620.1,81.6039,59941.265,59941.265,I want to cancel my account effective immediately and get a prorated refund.,1
scaling,nl_debate_7a,14df76ce,2026-03-15T02:18:08.128436,nl_debate,Qwen/Qwen3.5-27B,7,1,True,general,9876,1410.9,23.2462,17149.004,17149.004,What are your business hours and do you have a location near downtown?,1
scaling,nl_debate_7a,bb9d5ded,2026-03-15T02:18:31.379746,nl_debate,Qwen/Qwen3.5-27B,7,1,True,technical,12278,1754.0,26.1811,19279.166,19279.166,The app crashes every time I try to upload a file larger than 10MB.,1
scaling,nl_debate_7a,8ebcfd91,2026-03-15T02:18:57.565786,nl_debate,Qwen/Qwen3.5-27B,7,3,True,billing,31322,1491.5,75.9444,55529.534,55529.534,Can you explain the difference between your premium and basic plans?,1
scaling,nl_debate_7a,ae2670bc,2026-03-15T02:20:13.518810,nl_debate,Qwen/Qwen3.5-27B,7,1,True,billing,10628,1518.3,27.0791,19923.386,19923.386,I need to update the credit card on file for automatic payments.,1
scaling,nl_debate_7a,be863525,2026-03-15T02:20:40.603538,nl_debate,Qwen/Qwen3.5-27B,7,1,True,technical,9511,1358.7,23.3184,17228.705,17228.705,My smart home device won't connect to the WiFi after the firmware update.,1
scaling,nl_debate_7a,554eaa2f,2026-03-15T02:21:03.930375,nl_debate,Qwen/Qwen3.5-27B,7,5,False,general,61733,1763.8,139.652,103030.613,103030.613,I'm moving next month and need to transfer my service to a new address.,1
scaling,nl_debate_7a,fc69c089,2026-03-15T02:23:23.600787,nl_debate,Qwen/Qwen3.5-27B,7,1,True,billing,12011,1715.9,27.2639,20144.141,20144.141,Your website says my payment failed but my bank shows it went through.,1
concurrency,select_c1,8083846b,2026-03-15T02:24:00.877706,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.1746,74.856,74.856,I was charged twice for my subscription last month and I need a refund immediately.,1
concurrency,select_c1,7fe2d580,2026-03-15T02:24:01.070000,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.172,35.511,35.511,My internet keeps dropping every 30 minutes and I've already restarted the router.,1
concurrency,select_c1,c96a1d89,2026-03-15T02:24:01.247410,select,Qwen/Qwen3.5-27B,3,1,True,cancellation,9,3.0,0.1861,35.217,35.217,I want to cancel my account effective immediately and get a prorated refund.,1
concurrency,select_c1,115d8181,2026-03-15T02:24:01.440095,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.1678,95.197,95.197,What are your business hours and do you have a location near downtown?,1
concurrency,select_c1,b2fff1bc,2026-03-15T02:24:01.615356,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.1616,83.044,83.044,The app crashes every time I try to upload a file larger than 10MB.,1
concurrency,select_c1,48b80994,2026-03-15T02:24:01.795599,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.1622,82.707,82.707,Can you explain the difference between your premium and basic plans?,1
concurrency,select_c1,bd341719,2026-03-15T02:24:01.974714,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.1609,81.954,81.954,I need to update the credit card on file for automatic payments.,1
concurrency,select_c1,e12ab7ef,2026-03-15T02:24:02.161045,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.1883,81.222,81.222,My smart home device won't connect to the WiFi after the firmware update.,1
concurrency,select_c1,4c9ba977,2026-03-15T02:24:02.365634,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.1762,81.342,81.342,I'm moving next month and need to transfer my service to a new address.,1
concurrency,select_c1,04ad2670,2026-03-15T02:24:02.553812,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.1684,34.41,34.41,Your website says my payment failed but my bank shows it went through.,1
concurrency,select_c1,d1369b07,2026-03-15T02:24:02.741863,select,Qwen/Qwen3.5-27B,3,1,True,cancellation,9,3.0,0.1732,88.66,88.66,I've been a customer for 5 years and I'm thinking about switching to a competitor.,1
concurrency,select_c1,83d754fa,2026-03-15T02:24:02.919913,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.1656,94.308,94.308,The remote control for my cable box isn't responding to any button presses.,1
concurrency,nl_debate_c1,390ad2df,2026-03-15T02:24:13.100653,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,3417,1139.0,19.3342,14057.429,14057.429,I was charged twice for my subscription last month and I need a refund immediately.,1
concurrency,nl_debate_c1,a83e259c,2026-03-15T02:24:32.439981,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4815,1605.0,24.983,18345.732,18345.732,My internet keeps dropping every 30 minutes and I've already restarted the router.,1
concurrency,nl_debate_c1,79c489ab,2026-03-15T02:24:57.428355,nl_debate,Qwen/Qwen3.5-27B,3,1,True,cancellation,4138,1379.3,25.1469,18569.461,18569.461,I want to cancel my account effective immediately and get a prorated refund.,1
concurrency,nl_debate_c1,b6f97ab8,2026-03-15T02:25:22.581030,nl_debate,Qwen/Qwen3.5-27B,3,1,True,general,3171,1057.0,21.3875,15814.996,15814.996,What are your business hours and do you have a location near downtown?,1
concurrency,nl_debate_c1,6704cfde,2026-03-15T02:25:43.979080,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4363,1454.3,23.0375,16909.02,16909.02,The app crashes every time I try to upload a file larger than 10MB.,1
concurrency,nl_debate_c1,8fcf8ad1,2026-03-15T02:26:07.021608,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,6000,2000.0,27.1525,19906.674,19906.674,Can you explain the difference between your premium and basic plans?,1
concurrency,nl_debate_c1,26ed35df,2026-03-15T02:26:34.180363,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,4633,1544.3,24.3056,17920.012,17920.012,I need to update the credit card on file for automatic payments.,1
concurrency,nl_debate_c1,1d1a5101,2026-03-15T02:26:58.491244,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,3770,1256.7,20.6374,15187.274,15187.274,My smart home device won't connect to the WiFi after the firmware update.,1
concurrency,nl_debate_c1,5f75c323,2026-03-15T02:27:19.146313,nl_debate,Qwen/Qwen3.5-27B,3,2,True,general,9313,1552.2,53.1485,39075.83,39075.83,I'm moving next month and need to transfer my service to a new address.,1
concurrency,nl_debate_c1,ccb8081f,2026-03-15T02:28:12.300492,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,4748,1582.7,26.0843,19260.956,19260.956,Your website says my payment failed but my bank shows it went through.,1
concurrency,nl_debate_c1,eef494fe,2026-03-15T02:28:38.390611,nl_debate,Qwen/Qwen3.5-27B,3,5,True,cancellation,27258,1817.2,133.872,97827.484,97827.484,I've been a customer for 5 years and I'm thinking about switching to a competitor.,1
concurrency,nl_debate_c1,e7cd40fe,2026-03-15T02:30:52.267574,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4272,1424.0,23.9406,17574.786,17574.786,The remote control for my cable box isn't responding to any button presses.,1
concurrency,select_c4,e1438624,2026-03-15T02:31:26.223578,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.3292,159.052,159.052,What are your business hours and do you have a location near downtown?,4
concurrency,select_c4,7f09856f,2026-03-15T02:31:26.223262,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.3376,159.052,159.052,My internet keeps dropping every 30 minutes and I've already restarted the router.,4
concurrency,select_c4,7552f9ab,2026-03-15T02:31:26.223059,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.3443,159.052,159.052,I was charged twice for my subscription last month and I need a refund immediately.,4
concurrency,select_c4,8b202498,2026-03-15T02:31:26.223433,select,Qwen/Qwen3.5-27B,3,1,True,cancellation,9,3.0,0.3457,159.052,159.052,I want to cancel my account effective immediately and get a prorated refund.,4
concurrency,select_c4,b251de69,2026-03-15T02:31:26.599464,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.2918,121.533,121.533,I need to update the credit card on file for automatic payments.,4
concurrency,select_c4,d56c636d,2026-03-15T02:31:26.601861,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.2797,121.533,121.533,My smart home device won't connect to the WiFi after the firmware update.,4
concurrency,select_c4,b01e2fbd,2026-03-15T02:31:26.593424,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.3023,121.533,121.533,Can you explain the difference between your premium and basic plans?,4
concurrency,select_c4,e6f24707,2026-03-15T02:31:26.590522,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.3128,121.533,121.533,The app crashes every time I try to upload a file larger than 10MB.,4
concurrency,select_c4,5232c903,2026-03-15T02:31:26.920641,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.3114,198.506,198.506,I'm moving next month and need to transfer my service to a new address.,4
concurrency,select_c4,b61f241d,2026-03-15T02:31:26.922860,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.3005,198.506,198.506,Your website says my payment failed but my bank shows it went through.,4
concurrency,select_c4,0f06378b,2026-03-15T02:31:26.930432,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.2861,143.033,143.033,The remote control for my cable box isn't responding to any button presses.,4
concurrency,select_c4,e718ccec,2026-03-15T02:31:26.926601,select,Qwen/Qwen3.5-27B,3,1,True,cancellation,9,3.0,0.312,143.033,143.033,I've been a customer for 5 years and I'm thinking about switching to a competitor.,4
concurrency,nl_debate_c4,599c4002,2026-03-15T02:31:37.293152,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,3561,1187.0,21.2651,15895.274,15895.274,I was charged twice for my subscription last month and I need a refund immediately.,4
concurrency,nl_debate_c4,ac1690ec,2026-03-15T02:31:37.293402,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4921,1640.3,26.7973,19868.608,19868.608,My internet keeps dropping every 30 minutes and I've already restarted the router.,4
concurrency,nl_debate_c4,e325cf85,2026-03-15T02:31:37.293738,nl_debate,Qwen/Qwen3.5-27B,3,1,True,general,5040,1680.0,28.4024,20985.791,20985.791,What are your business hours and do you have a location near downtown?,4
concurrency,nl_debate_c4,a7b7cdf4,2026-03-15T02:31:58.567328,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,5154,1718.0,27.8969,20603.887,20603.887,The app crashes every time I try to upload a file larger than 10MB.,4
concurrency,nl_debate_c4,f8dc98a1,2026-03-15T02:32:05.711808,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,3658,1219.3,21.6954,16142.549,16142.549,I need to update the credit card on file for automatic payments.,4
concurrency,nl_debate_c4,33f686bc,2026-03-15T02:32:04.101999,nl_debate,Qwen/Qwen3.5-27B,3,1,True,general,5749,1916.3,30.4378,22473.698,22473.698,Can you explain the difference between your premium and basic plans?,4
concurrency,nl_debate_c4,21bf4f58,2026-03-15T02:31:37.293578,nl_debate,Qwen/Qwen3.5-27B,3,2,True,cancellation,9233,1538.8,58.9086,43546.299,43546.299,I want to cancel my account effective immediately and get a prorated refund.,4
concurrency,nl_debate_c4,ef7604fa,2026-03-15T02:32:26.471341,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,3429,1143.0,24.4278,18032.352,18032.352,My smart home device won't connect to the WiFi after the firmware update.,4
concurrency,nl_debate_c4,15d95b00,2026-03-15T02:32:34.546310,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,5328,1776.0,28.5797,21155.541,21155.541,Your website says my payment failed but my bank shows it went through.,4
concurrency,nl_debate_c4,265407d4,2026-03-15T02:32:50.909549,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4343,1447.7,25.6862,18991.522,18991.522,The remote control for my cable box isn't responding to any button presses.,4
concurrency,nl_debate_c4,a26e3634,2026-03-15T02:32:27.420491,nl_debate,Qwen/Qwen3.5-27B,3,3,True,general,15330,1703.3,86.9819,64124.803,64124.803,I'm moving next month and need to transfer my service to a new address.,4
concurrency,nl_debate_c4,3df3e6fe,2026-03-15T02:32:36.218751,nl_debate,Qwen/Qwen3.5-27B,3,5,False,billing,27387,1825.8,139.6508,102851.958,102851.958,I've been a customer for 5 years and I'm thinking about switching to a competitor.,4
concurrency,select_c8,41a5ece4,2026-03-15T02:35:05.886021,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.3683,208.088,208.088,Can you explain the difference between your premium and basic plans?,8
concurrency,select_c8,3eb9c260,2026-03-15T02:35:05.886157,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.3746,208.088,208.088,I need to update the credit card on file for automatic payments.,8
concurrency,select_c8,309d3ddf,2026-03-15T02:35:05.886283,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.3752,208.088,208.088,My smart home device won't connect to the WiFi after the firmware update.,8
concurrency,select_c8,22be8940,2026-03-15T02:35:05.885853,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.3861,208.088,208.088,The app crashes every time I try to upload a file larger than 10MB.,8
concurrency,select_c8,bdc52b4b,2026-03-15T02:35:05.885195,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.4061,208.088,208.088,I was charged twice for my subscription last month and I need a refund immediately.,8
concurrency,select_c8,7aabbfeb,2026-03-15T02:35:05.885685,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.408,247.978,247.978,What are your business hours and do you have a location near downtown?,8
concurrency,select_c8,7d4d270e,2026-03-15T02:35:05.885370,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.4221,247.978,247.978,My internet keeps dropping every 30 minutes and I've already restarted the router.,8
concurrency,select_c8,4618d0e2,2026-03-15T02:35:05.885532,select,Qwen/Qwen3.5-27B,3,1,True,cancellation,9,3.0,0.4271,247.978,247.978,I want to cancel my account effective immediately and get a prorated refund.,8
concurrency,select_c8,0bbd4131,2026-03-15T02:35:06.336262,select,Qwen/Qwen3.5-27B,3,1,True,technical,6,2.0,0.2702,130.204,130.204,The remote control for my cable box isn't responding to any button presses.,8
concurrency,select_c8,771d5721,2026-03-15T02:35:06.322981,select,Qwen/Qwen3.5-27B,3,1,True,general,6,2.0,0.3089,130.204,130.204,I'm moving next month and need to transfer my service to a new address.,8
concurrency,select_c8,296090bd,2026-03-15T02:35:06.327112,select,Qwen/Qwen3.5-27B,3,1,True,billing,6,2.0,0.2974,130.204,130.204,Your website says my payment failed but my bank shows it went through.,8
concurrency,select_c8,49df798a,2026-03-15T02:35:06.331080,select,Qwen/Qwen3.5-27B,3,1,True,cancellation,9,3.0,0.3057,130.204,130.204,I've been a customer for 5 years and I'm thinking about switching to a competitor.,8
concurrency,nl_debate_c8,4bbccbef,2026-03-15T02:35:16.719496,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,3734,1244.7,23.7124,17843.116,17843.116,My smart home device won't connect to the WiFi after the firmware update.,8
concurrency,nl_debate_c8,8c8c9b98,2026-03-15T02:35:16.719383,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,3364,1121.3,26.2819,19707.604,19707.604,I need to update the credit card on file for automatic payments.,8
concurrency,nl_debate_c8,7e29fd29,2026-03-15T02:35:16.718903,nl_debate,Qwen/Qwen3.5-27B,3,1,True,general,3167,1055.7,27.0908,20311.791,20311.791,What are your business hours and do you have a location near downtown?,8
concurrency,nl_debate_c8,d654d8f8,2026-03-15T02:35:16.718423,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,4696,1565.3,30.6984,23071.964,23071.964,I was charged twice for my subscription last month and I need a refund immediately.,8
concurrency,nl_debate_c8,2ecf8fea,2026-03-15T02:35:16.718593,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4965,1655.0,32.4565,24447.274,24447.274,My internet keeps dropping every 30 minutes and I've already restarted the router.,8
concurrency,nl_debate_c8,7cc2d4c5,2026-03-15T02:35:43.024660,nl_debate,Qwen/Qwen3.5-27B,3,1,True,billing,5365,1788.3,30.6738,23650.447,23650.447,Your website says my payment failed but my bank shows it went through.,8
concurrency,nl_debate_c8,9ee1e84c,2026-03-15T02:35:43.822381,nl_debate,Qwen/Qwen3.5-27B,3,1,True,cancellation,6000,2000.0,32.2055,24770.37,24770.37,I've been a customer for 5 years and I'm thinking about switching to a competitor.,8
concurrency,nl_debate_c8,e462c76f,2026-03-15T02:35:47.422510,nl_debate,Qwen/Qwen3.5-27B,3,1,True,technical,4729,1576.3,29.9768,23053.845,23053.845,The remote control for my cable box isn't responding to any button presses.,8
concurrency,nl_debate_c8,3920e440,2026-03-15T02:35:16.719065,nl_debate,Qwen/Qwen3.5-27B,3,2,True,technical,10768,1794.7,63.1392,47954.892,47954.892,The app crashes every time I try to upload a file larger than 10MB.,8
concurrency,nl_debate_c8,e123c295,2026-03-15T02:35:16.719238,nl_debate,Qwen/Qwen3.5-27B,3,2,True,billing,10476,1746.0,64.8954,49203.471,49203.471,Can you explain the difference between your premium and basic plans?,8
concurrency,nl_debate_c8,4e45cae1,2026-03-15T02:35:16.718755,nl_debate,Qwen/Qwen3.5-27B,3,4,True,cancellation,21509,1792.4,116.7555,87292.291,87292.291,I want to cancel my account effective immediately and get a prorated refund.,8
concurrency,nl_debate_c8,d5c9e9e2,2026-03-15T02:35:40.462597,nl_debate,Qwen/Qwen3.5-27B,3,5,False,general,26612,1774.1,142.6113,105895.719,105895.719,I'm moving next month and need to transfer my service to a new address.,8
