decision_id,hop_id,experiment,pattern,round,agent,input_tokens,output_tokens,context_length,latency_s,energy_j,energy_mode,j_per_output_token,avg_watts,parsed_vote
c810ad5b,b044ea64,patterns,cot_select,0,agent_1,115,798,119,33.7191,4330.1157,attributed,5.42621,128.4,general
c810ad5b,9b576ed6,patterns,cot_select,0,agent_2,115,621,119,26.4141,3392.0273,attributed,5.462202,128.4,general
c810ad5b,c0865c4f,patterns,cot_select,0,agent_3,115,802,119,33.8984,4353.1409,attributed,5.427856,128.4,general
c810ad5b,409aed25,patterns,cot_select,0,agent_4,115,752,119,31.7825,4081.4228,attributed,5.427424,128.4,general
f1e413df,397f65e7,patterns,cot_select,0,agent_0,119,1007,118,42.4833,5743.5457,attributed,5.70362,135.2,technical
f1e413df,46c8c4e4,patterns,cot_select,0,agent_1,119,862,118,36.5293,4938.5925,attributed,5.729226,135.2,technical
f1e413df,8a61c80c,patterns,cot_select,0,agent_2,119,924,118,39.015,5274.6476,attributed,5.708493,135.2,technical
f1e413df,8ab46cc5,patterns,cot_select,0,agent_3,119,737,118,31.1646,4213.3098,attributed,5.716838,135.2,technical
f1e413df,c1e0bb6a,patterns,cot_select,0,agent_4,119,762,118,32.1912,4352.1014,attributed,5.711419,135.2,technical
1d9b4778,3f9981ef,patterns,cot_select,0,agent_0,113,2595,118,104.8736,15275.1281,attributed,5.886369,145.7,general
1d9b4778,ac37a706,patterns,cot_select,0,agent_1,113,2599,118,105.0297,15297.8645,attributed,5.886058,145.7,general
1d9b4778,835cb4af,patterns,cot_select,0,agent_2,113,3071,118,123.0879,17928.091,attributed,5.837867,145.7,general
1d9b4778,8db6975a,patterns,cot_select,0,agent_3,113,7402,118,287.6453,41896.3286,attributed,5.660136,145.7,billing
1d9b4778,44b057d5,patterns,cot_select,0,agent_4,113,7613,118,295.2119,42998.4247,attributed,5.648026,145.7,billing
1d9b4778,8e48546a,patterns,cot_select,1,agent_0,189,1939,175,73.8794,8941.424,attributed,4.611358,121.0,general
1d9b4778,6396d96d,patterns,cot_select,1,agent_1,189,3579,175,136.1074,16472.7105,attributed,4.602601,121.0,general
1d9b4778,84abff69,patterns,cot_select,1,agent_2,189,3269,175,124.3823,15053.6534,attributed,4.604972,121.0,general
1d9b4778,2925e8ad,patterns,cot_select,1,agent_3,189,4799,175,182.3493,22069.2426,attributed,4.598717,121.0,general
1d9b4778,4695f282,patterns,cot_select,1,agent_4,189,5758,175,216.8233,26241.5376,attributed,4.557405,121.0,general
3446f06c,a7ba10d0,patterns,cot_select,0,agent_0,114,736,117,31.1145,3912.6002,attributed,5.316033,125.7,billing
3446f06c,fbd637b8,patterns,cot_select,0,agent_1,114,713,117,30.1656,3793.2775,attributed,5.320165,125.7,billing
3446f06c,f801631b,patterns,cot_select,0,agent_2,114,802,117,33.8981,4262.6336,attributed,5.315004,125.7,billing
3446f06c,bb0dd210,patterns,cot_select,0,agent_3,114,723,117,30.5747,3844.7212,attributed,5.317733,125.7,billing
3446f06c,e3a33e82,patterns,cot_select,0,agent_4,114,801,117,33.8476,4256.2833,attributed,5.313712,125.7,billing
d1e42077,0f9d1fde,patterns,cot_select,0,agent_0,116,777,119,32.8406,4383.2976,attributed,5.64131,133.5,billing
d1e42077,6f86de61,patterns,cot_select,0,agent_1,116,961,119,40.4951,5404.9583,attributed,5.624306,133.5,technical
d1e42077,95ee17d6,patterns,cot_select,0,agent_2,116,737,119,31.1643,4159.5586,attributed,5.643906,133.5,technical
d1e42077,d8f8be34,patterns,cot_select,0,agent_3,116,932,119,39.3302,5249.4769,attributed,5.632486,133.5,technical
d1e42077,4552dd55,patterns,cot_select,0,agent_4,116,763,119,32.2412,4303.2945,attributed,5.639967,133.5,technical
d1e42077,277c76a6,patterns,cot_select,1,agent_0,192,703,179,27.8803,3225.1781,attributed,4.587736,115.7,technical
d1e42077,cb3cc41a,patterns,cot_select,1,agent_1,192,1035,179,40.9141,4732.921,attributed,4.572871,115.7,technical
d1e42077,471745fb,patterns,cot_select,1,agent_2,192,779,179,30.8957,3573.9979,attributed,4.587931,115.7,technical
d1e42077,85047c21,patterns,cot_select,1,agent_3,192,1038,179,41.0336,4746.7447,attributed,4.572972,115.7,technical
d1e42077,e0ff3f70,patterns,cot_select,1,agent_4,192,1156,179,45.6468,5280.3972,attributed,4.567818,115.7,technical
6a1cffc6,bdae9b94,patterns,cot_select,0,agent_0,117,1151,119,48.2061,6595.2053,attributed,5.729979,136.8,general
6a1cffc6,62ff1f16,patterns,cot_select,0,agent_1,117,1062,119,44.676,6112.2429,attributed,5.755408,136.8,general
6a1cffc6,bced588d,patterns,cot_select,0,agent_2,117,1187,119,49.6084,6787.0577,attributed,5.717825,136.8,general
6a1cffc6,5afe2478,patterns,cot_select,0,agent_3,117,1288,119,53.5505,7326.3869,attributed,5.688189,136.8,general
6a1cffc6,a9e91231,patterns,cot_select,0,agent_4,117,536,119,22.7676,3114.8962,attributed,5.811374,136.8,general
4c8d7dd7,e668b144,patterns,cot_select,0,agent_0,115,896,119,37.8856,4767.4622,attributed,5.320828,125.8,billing
4c8d7dd7,88d226dd,patterns,cot_select,0,agent_1,115,915,119,38.6575,4864.5968,attributed,5.316499,125.8,billing
4c8d7dd7,f71493df,patterns,cot_select,0,agent_2,115,836,119,35.3061,4442.8621,attributed,5.314428,125.8,billing
4c8d7dd7,c317b64a,patterns,cot_select,0,agent_3,115,884,119,37.406,4707.1101,attributed,5.324785,125.8,billing
4c8d7dd7,b9992428,patterns,cot_select,0,agent_4,115,981,119,41.4492,5215.8998,attributed,5.316921,125.8,billing
d70cff63,62f4cdf8,patterns,cot_select,0,agent_0,120,1136,122,47.6173,8803.8077,attributed,7.749831,184.9,cancellation
d70cff63,9ff1a9b7,patterns,cot_select,0,agent_1,120,856,122,36.1249,6679.0153,attributed,7.802588,184.9,cancellation
d70cff63,3f2a289c,patterns,cot_select,0,agent_2,120,1114,122,46.7427,8642.1058,attributed,7.757725,184.9,billing
d70cff63,7576a856,patterns,cot_select,0,agent_3,120,2432,122,98.3509,18183.7781,attributed,7.476882,184.9,cancellation
d70cff63,53df7251,patterns,cot_select,0,agent_4,120,1045,122,43.9935,8133.8151,attributed,7.783555,184.9,cancellation
d70cff63,9ce55e44,patterns,cot_select,1,agent_0,200,1045,184,40.3988,4487.0691,attributed,4.293846,111.1,cancellation
d70cff63,d38a1252,patterns,cot_select,1,agent_1,200,1405,184,54.2008,6020.0484,attributed,4.284732,111.1,cancellation
d70cff63,4d79172b,patterns,cot_select,1,agent_2,200,1262,184,48.7769,5417.6193,attributed,4.292884,111.1,cancellation
d70cff63,2fb45a44,patterns,cot_select,1,agent_3,200,1162,184,44.9091,4988.0252,attributed,4.292621,111.1,cancellation
d70cff63,338d8bf7,patterns,cot_select,1,agent_4,200,670,184,25.9257,2879.551,attributed,4.297837,111.1,cancellation
384a5ef9,183cf48e,patterns,cot_select,0,agent_0,116,753,120,31.8308,4444.9436,attributed,5.90298,139.6,technical
384a5ef9,1c0c0166,patterns,cot_select,0,agent_1,116,905,120,38.2522,5341.6462,attributed,5.902371,139.6,technical
384a5ef9,c75447f8,patterns,cot_select,0,agent_2,116,895,120,37.8396,5284.0295,attributed,5.903944,139.6,technical
384a5ef9,8ac59c23,patterns,cot_select,0,agent_3,116,806,120,34.063,4756.6543,attributed,5.901556,139.6,technical
384a5ef9,126cd0ab,patterns,cot_select,0,agent_4,116,431,120,18.1199,2530.3144,attributed,5.870799,139.6,technical
709ff6e8,b5767e3d,patterns,cot_select,0,agent_0,119,4936,119,194.2603,24751.7794,attributed,5.014542,127.4,general
709ff6e8,b277f0a7,patterns,cot_select,0,agent_1,119,6379,119,248.8609,31708.7439,attributed,4.970802,127.4,general
709ff6e8,369b973a,patterns,cot_select,0,agent_2,119,4668,119,184.1041,23457.7218,attributed,5.025219,127.4,general
709ff6e8,5d50f6e6,patterns,cot_select,0,agent_3,119,2680,119,108.1718,13782.7674,attributed,5.142824,127.4,general
709ff6e8,3fb4f841,patterns,cot_select,0,agent_4,119,4092,119,162.2378,20671.6155,attributed,5.051714,127.4,general
5f6eafed,9880e9f8,patterns,cot_select,0,agent_0,120,909,120,38.4128,4766.5885,attributed,5.243772,124.1,billing
5f6eafed,816e5e3f,patterns,cot_select,0,agent_1,120,789,120,33.3394,4137.0377,attributed,5.243394,124.1,billing
5f6eafed,2ec9d516,patterns,cot_select,0,agent_2,120,765,120,32.3414,4013.1973,attributed,5.24601,124.1,billing
5f6eafed,d7f655e5,patterns,cot_select,0,agent_3,120,910,120,38.4578,4772.1725,attributed,5.244146,124.1,billing
5f6eafed,541dfc9c,patterns,cot_select,0,agent_4,120,910,120,38.4577,4772.1601,attributed,5.244132,124.1,billing
b1631d97,501b3c68,patterns,cot_select,0,agent_0,116,692,119,29.3072,4118.642,attributed,5.951795,140.5,technical
b1631d97,26d5787a,patterns,cot_select,0,agent_1,116,677,119,28.686,4031.3426,attributed,5.954716,140.5,technical
b1631d97,3b6a1f83,patterns,cot_select,0,agent_2,116,476,119,20.3278,2856.7359,attributed,6.001546,140.5,technical
b1631d97,1d5b9a4f,patterns,cot_select,0,agent_3,116,836,119,35.3056,4961.6178,attributed,5.93495,140.5,technical
b1631d97,b35f8379,patterns,cot_select,0,agent_4,116,811,119,34.2705,4816.1517,attributed,5.938535,140.5,technical
fe6a7d5f,64d8d934,patterns,cot_select,0,agent_0,113,967,117,40.8958,5549.9848,attributed,5.739384,135.7,billing
fe6a7d5f,f4893e17,patterns,cot_select,0,agent_1,113,2171,117,88.2591,11977.6766,attributed,5.517124,135.7,billing
fe6a7d5f,ee33ff38,patterns,cot_select,0,agent_2,113,2394,117,96.8685,13146.0616,attributed,5.491254,135.7,billing
fe6a7d5f,afcfaaa4,patterns,cot_select,0,agent_3,113,1292,117,53.7173,7289.9956,attributed,5.642411,135.7,billing
fe6a7d5f,f8a00e08,patterns,cot_select,0,agent_4,113,2141,117,87.0863,11818.5154,attributed,5.520091,135.7,billing
0e9c5f18,4a69c0fb,patterns,cot_select,0,agent_0,117,732,122,30.9469,4370.2505,attributed,5.970288,141.2,technical
0e9c5f18,19fb7e69,patterns,cot_select,0,agent_1,117,956,122,40.2936,5690.1701,attributed,5.952061,141.2,technical
0e9c5f18,50879ead,patterns,cot_select,0,agent_2,117,785,122,33.1712,4684.3611,attributed,5.967339,141.2,technical
0e9c5f18,bec9e231,patterns,cot_select,0,agent_3,117,1118,122,46.906,6623.9581,attributed,5.924828,141.2,technical
0e9c5f18,88095870,patterns,cot_select,0,agent_4,117,887,122,37.5229,5298.8982,attributed,5.973955,141.2,technical
7cdd3fa5,fbd3c9d5,patterns,cot_select,0,agent_0,114,3541,116,141.2212,20710.2596,attributed,5.848704,146.7,billing
7cdd3fa5,260f3abd,patterns,cot_select,0,agent_1,114,3102,116,124.2848,18226.5161,attributed,5.875731,146.7,billing
7cdd3fa5,013de58a,patterns,cot_select,0,agent_2,114,5810,116,227.3292,33338.1019,attributed,5.738055,146.7,billing
7cdd3fa5,5d590132,patterns,cot_select,0,agent_3,114,2256,116,91.579,13430.171,attributed,5.95309,146.7,billing
7cdd3fa5,356bad00,patterns,cot_select,0,agent_4,114,3378,116,134.9369,19788.6594,attributed,5.858099,146.7,billing
f87ea794,45befc4b,patterns,cot_select,0,agent_0,114,540,119,22.9261,3805.8453,attributed,7.047862,166.0,billing
f87ea794,52adcea3,patterns,cot_select,0,agent_1,114,1964,119,80.1568,13306.4229,attributed,6.775164,166.0,billing
f87ea794,af1ab2f7,patterns,cot_select,0,agent_2,114,946,119,39.8874,6621.5045,attributed,6.999476,166.0,billing
f87ea794,cc9f61f9,patterns,cot_select,0,agent_3,114,1501,119,61.9464,10283.4069,attributed,6.851037,166.0,billing
f87ea794,d6ebffe3,patterns,cot_select,0,agent_4,114,1195,119,49.9225,8287.3804,attributed,6.935046,166.0,billing
421d10b2,6f4753fd,patterns,cot_select,0,agent_0,115,632,115,26.8643,3867.0016,attributed,6.118673,143.9,technical
421d10b2,7b3e6d95,patterns,cot_select,0,agent_1,115,770,115,32.5508,4685.549,attributed,6.085129,143.9,technical
421d10b2,a473c1eb,patterns,cot_select,0,agent_2,115,791,115,50.9785,7338.138,attributed,9.277039,143.9,technical
421d10b2,3bd2d0d0,patterns,cot_select,0,agent_3,115,946,115,39.8875,5741.6357,attributed,6.069382,143.9,technical
421d10b2,282b4311,patterns,cot_select,0,agent_4,115,768,115,51.8381,7461.8737,attributed,9.715981,143.9,technical
bf8ffe15,72aedb6a,patterns,nl_debate,0,agent_0,129,1369,161,56.7591,8561.8853,attributed,6.254116,150.8,billing
bf8ffe15,2cb6bf3a,patterns,nl_debate,0,agent_1,129,1220,161,50.4468,7609.6999,attributed,6.237459,150.8,billing
bf8ffe15,f3ef58dd,patterns,nl_debate,0,agent_2,129,1139,161,47.1212,7108.0463,attributed,6.240603,150.8,billing
bf8ffe15,54a7b641,patterns,nl_debate,0,agent_3,129,1795,161,73.8667,11142.499,attributed,6.20752,150.8,billing
bf8ffe15,1815eeee,patterns,nl_debate,0,agent_4,129,1399,161,57.958,8742.7346,attributed,6.249274,150.8,billing
982f6c6b,ae373796,patterns,nl_debate,0,agent_0,130,1046,161,43.338,7686.1125,attributed,7.3481,177.4,technical
982f6c6b,710ba327,patterns,nl_debate,0,agent_1,130,1644,161,67.8629,12035.6705,attributed,7.320967,177.4,technical
982f6c6b,cfabf896,patterns,nl_debate,0,agent_2,130,2249,161,91.6099,16247.2657,attributed,7.224218,177.4,technical
982f6c6b,3b0c1609,patterns,nl_debate,0,agent_3,130,1549,161,63.9959,11349.8475,attributed,7.327209,177.4,technical
982f6c6b,c55226db,patterns,nl_debate,0,agent_4,130,581,161,24.5631,4356.3328,attributed,7.497991,177.4,technical
bda7ac2f,abfea33e,patterns,nl_debate,0,agent_0,128,1592,159,65.8107,10284.4515,attributed,6.460083,156.3,cancellation
bda7ac2f,61cf996e,patterns,nl_debate,0,agent_1,128,2019,159,82.6139,12910.3421,attributed,6.394424,156.3,cancellation
bda7ac2f,6431603c,patterns,nl_debate,0,agent_2,128,1615,159,66.7177,10426.1914,attributed,6.455846,156.3,cancellation
bda7ac2f,6be92cc0,patterns,nl_debate,0,agent_3,128,832,159,34.701,5422.8378,attributed,6.517834,156.3,cancellation
bda7ac2f,07c35da5,patterns,nl_debate,0,agent_4,128,1299,159,53.5959,8375.6051,attributed,6.447733,156.3,cancellation
43a46bad,46142c0e,patterns,nl_debate,0,agent_0,127,578,158,24.2732,3881.2951,attributed,6.715043,159.9,general
43a46bad,e49d170d,patterns,nl_debate,0,agent_1,127,1796,158,73.9074,11817.825,attributed,6.580081,159.9,general
43a46bad,13f4dcd8,patterns,nl_debate,0,agent_2,127,1581,158,65.2775,10437.9003,attributed,6.602087,159.9,general
43a46bad,e5fd2aab,patterns,nl_debate,0,agent_3,127,1537,158,63.5185,10156.6354,attributed,6.608091,159.9,general
43a46bad,ea9244cb,patterns,nl_debate,0,agent_4,127,1037,158,42.9718,6871.2093,attributed,6.626046,159.9,general
003f047f,abd27f6a,patterns,nl_debate,0,agent_0,131,981,157,40.7105,5437.7662,attributed,5.543085,133.6,technical
003f047f,09c31b35,patterns,nl_debate,0,agent_1,131,1886,157,77.4333,10342.8889,attributed,5.484034,133.6,technical
003f047f,f9f57db7,patterns,nl_debate,0,agent_2,131,1797,157,73.9471,9877.2316,attributed,5.496512,133.6,technical
003f047f,f1646fbc,patterns,nl_debate,0,agent_3,131,1644,157,67.8625,9064.5019,attributed,5.513687,133.6,technical
003f047f,f34259ea,patterns,nl_debate,0,agent_4,131,1895,157,77.7826,10389.5454,attributed,5.48261,133.6,technical
ac525e9c,636cb9aa,patterns,nl_debate,0,agent_0,125,3406,157,136.5514,28630.739,attributed,8.405972,209.7,billing
ac525e9c,9b203efe,patterns,nl_debate,0,agent_1,125,2095,157,85.6004,17947.8402,attributed,8.566988,209.7,general
ac525e9c,0abd850b,patterns,nl_debate,0,agent_2,125,2392,157,97.1929,20378.4403,attributed,8.519415,209.7,general
ac525e9c,362a1f39,patterns,nl_debate,0,agent_3,125,876,157,36.4789,7648.5328,attributed,8.731202,209.7,general
ac525e9c,0a56a72f,patterns,nl_debate,0,agent_4,125,7134,157,278.7106,58437.2657,attributed,8.191375,209.7,billing
ac525e9c,5fbc88c0,patterns,nl_debate,1,agent_0,258,936,238,36.9538,3514.6744,attributed,3.754994,95.1,general
ac525e9c,de7d8da1,patterns,nl_debate,1,agent_1,258,1021,238,40.1507,3818.7315,attributed,3.740188,95.1,general
ac525e9c,a387c479,patterns,nl_debate,1,agent_2,258,848,238,33.6297,3198.5194,attributed,3.771839,95.1,general
ac525e9c,197f552f,patterns,nl_debate,1,agent_3,258,1150,238,45.0054,4280.4618,attributed,3.722141,95.1,general
ac525e9c,61567fed,patterns,nl_debate,1,agent_4,258,980,238,38.6079,3671.9958,attributed,3.746934,95.1,general
c3d92d62,bcf48e7f,patterns,nl_debate,0,agent_0,126,1587,156,65.6036,8986.7697,attributed,5.662741,137.0,billing
c3d92d62,34246f7a,patterns,nl_debate,0,agent_1,126,1372,156,56.8791,7791.636,attributed,5.679035,137.0,billing
c3d92d62,37641c0a,patterns,nl_debate,0,agent_2,126,1677,156,69.1716,9475.5355,attributed,5.65029,137.0,billing
c3d92d62,d2a5da38,patterns,nl_debate,0,agent_3,126,1739,156,71.637,9813.2606,attributed,5.643048,137.0,billing
c3d92d62,a17c8ed8,patterns,nl_debate,0,agent_4,126,1055,156,43.6982,5986.0383,attributed,5.67397,137.0,billing
dcc4bc9b,730effa8,patterns,nl_debate,0,agent_0,128,1793,159,73.7877,10386.1626,attributed,5.792617,140.8,technical
dcc4bc9b,0995140c,patterns,nl_debate,0,agent_1,128,1800,159,74.0682,10425.645,attributed,5.792025,140.8,technical
dcc4bc9b,e5679eaa,patterns,nl_debate,0,agent_2,128,1725,159,71.0816,10005.2591,attributed,5.80015,140.8,technical
dcc4bc9b,6c051962,patterns,nl_debate,0,agent_3,128,738,159,30.8772,4346.1935,attributed,5.889151,140.8,technical
dcc4bc9b,dceec61c,patterns,nl_debate,0,agent_4,128,1389,159,57.5582,8101.7409,attributed,5.832787,140.8,technical
537c470e,b24c40d3,patterns,nl_debate,0,agent_0,129,3380,158,135.5477,20126.8856,attributed,5.9547,148.5,general
537c470e,17532902,patterns,nl_debate,0,agent_1,129,2530,158,102.5979,15234.3138,attributed,6.021468,148.5,general
537c470e,1456ca65,patterns,nl_debate,0,agent_2,129,3236,158,130.0606,19312.1301,attributed,5.967902,148.5,general
537c470e,4ca0edae,patterns,nl_debate,0,agent_3,129,1162,158,48.0617,7136.4718,attributed,6.141542,148.5,general
537c470e,59443767,patterns,nl_debate,0,agent_4,129,1647,158,67.9776,10093.6967,attributed,6.128535,148.5,general
4cbc9735,f1ee19c2,patterns,nl_debate,0,agent_0,127,1564,158,64.5953,9721.3445,attributed,6.215693,150.5,billing
4cbc9735,bcf779fa,patterns,nl_debate,0,agent_1,127,1802,158,74.1462,11158.7183,attributed,6.192407,150.5,billing
4cbc9735,72897156,patterns,nl_debate,0,agent_2,127,1230,158,50.8401,7651.2397,attributed,6.22052,150.5,billing
4cbc9735,a0806695,patterns,nl_debate,0,agent_3,127,2087,158,85.2881,12835.5314,attributed,6.150231,150.5,billing
4cbc9735,e27228f4,patterns,nl_debate,0,agent_4,127,1180,158,48.7709,7339.8331,attributed,6.220198,150.5,billing
440b182f,f115ddc9,patterns,nl_debate,0,agent_0,132,1536,161,63.4771,15692.6584,attributed,10.216574,247.2,cancellation
440b182f,295d2a1c,patterns,nl_debate,0,agent_1,132,3195,161,421.9221,104306.5826,attributed,32.646818,247.2,cancellation
440b182f,04409a6e,patterns,nl_debate,0,agent_2,132,3047,161,122.7244,30339.6356,attributed,9.957215,247.2,cancellation
440b182f,351c2da2,patterns,nl_debate,0,agent_3,132,2014,161,82.4196,20375.5784,attributed,10.11697,247.2,cancellation
440b182f,ab23f19d,patterns,nl_debate,0,agent_4,132,2036,161,83.2812,20588.5811,attributed,10.11227,247.2,cancellation
4681cf09,fa172c59,patterns,nl_debate,0,agent_0,128,1239,159,51.2011,6720.0904,attributed,5.423802,131.2,technical
4681cf09,7e95867a,patterns,nl_debate,0,agent_1,128,1492,159,61.7121,8099.6481,attributed,5.428719,131.2,technical
4681cf09,88e3a1ef,patterns,nl_debate,0,agent_2,128,1680,159,69.288,9093.977,attributed,5.413082,131.2,technical
4681cf09,3ac7069c,patterns,nl_debate,0,agent_3,128,1762,159,72.5514,9522.2948,attributed,5.404254,131.2,technical
4681cf09,74c6e2e3,patterns,nl_debate,0,agent_4,128,1671,159,68.9308,9047.0948,attributed,5.41418,131.2,technical
88490d31,c874dc8d,patterns,nl_debate,0,agent_0,131,6446,158,252.5743,44951.9506,attributed,6.973619,178.0,general
88490d31,69eb73bd,patterns,nl_debate,0,agent_1,131,4325,158,171.9473,30602.3476,attributed,7.075687,178.0,general
88490d31,034fadea,patterns,nl_debate,0,agent_2,131,4824,158,191.1938,34027.7465,attributed,7.053845,178.0,general
88490d31,51e2d359,patterns,nl_debate,0,agent_3,131,5144,158,491.8606,87538.9672,attributed,17.017684,178.0,technical
88490d31,d678bd37,patterns,nl_debate,0,agent_4,131,3198,158,128.5847,22884.8821,attributed,7.155998,178.0,general
88490d31,656ccb52,patterns,nl_debate,1,agent_0,264,964,239,36.5362,5764.732,attributed,5.980012,157.8,general
88490d31,196063dc,patterns,nl_debate,1,agent_1,264,993,239,37.6284,5937.0608,attributed,5.978913,157.8,general
88490d31,9729dbcf,patterns,nl_debate,1,agent_2,264,888,239,33.6779,5313.7455,attributed,5.983948,157.8,general
88490d31,b0380096,patterns,nl_debate,1,agent_3,264,3345,239,124.1894,19594.7747,attributed,5.85793,157.8,general
88490d31,dc28613e,patterns,nl_debate,1,agent_4,264,2363,239,89.1432,14065.137,attributed,5.952237,157.8,general
80146108,1fa937c0,patterns,nl_debate,0,agent_0,132,1446,159,59.8446,8266.68,attributed,5.716929,138.1,billing
80146108,df292d91,patterns,nl_debate,0,agent_1,132,1097,159,45.4193,6274.0301,attributed,5.719262,138.1,billing
80146108,12f45ac2,patterns,nl_debate,0,agent_2,132,1674,159,69.0494,9538.1922,attributed,5.697845,138.1,billing
80146108,cb9d0369,patterns,nl_debate,0,agent_3,132,1667,159,68.7742,9500.1772,attributed,5.698967,138.1,billing
80146108,2c58df1a,patterns,nl_debate,0,agent_4,132,1842,159,75.7136,10458.7566,attributed,5.677935,138.1,billing
9d1f0c84,89114154,patterns,nl_debate,0,agent_0,128,1898,159,77.8993,12727.6915,attributed,6.705844,163.4,technical
9d1f0c84,16e6a2e2,patterns,nl_debate,0,agent_1,128,1549,159,63.9947,10455.868,attributed,6.750076,163.4,technical
9d1f0c84,1afcae03,patterns,nl_debate,0,agent_2,128,974,159,40.4288,6605.5189,attributed,6.781847,163.4,technical
9d1f0c84,5b337e38,patterns,nl_debate,0,agent_3,128,730,159,30.559,4992.9271,attributed,6.839626,163.4,technical
9d1f0c84,b1861adb,patterns,nl_debate,0,agent_4,128,2089,159,85.3643,13947.3715,attributed,6.676578,163.4,technical
f0d9543f,970c2a39,patterns,nl_debate,0,agent_0,125,4786,156,189.728,24113.6922,attributed,5.038381,127.1,billing
f0d9543f,f73bff73,patterns,nl_debate,0,agent_1,125,5176,156,204.5401,25996.2526,attributed,5.02246,127.1,billing
f0d9543f,8e2726f6,patterns,nl_debate,0,agent_2,125,5114,156,202.1871,25697.1954,attributed,5.024872,127.1,billing
f0d9543f,499f2f7a,patterns,nl_debate,0,agent_3,125,2919,156,117.7433,14964.7163,attributed,5.126659,127.1,billing
f0d9543f,1c05ea73,patterns,nl_debate,0,agent_4,125,2194,156,89.4711,11371.4294,attributed,5.182967,127.1,billing
18d563f3,4689055d,patterns,nl_debate,0,agent_0,129,1159,161,47.937,7780.841,attributed,6.713409,162.3,technical
18d563f3,8590d674,patterns,nl_debate,0,agent_1,129,1899,161,77.939,12650.5824,attributed,6.661707,162.3,technical
18d563f3,59479e86,patterns,nl_debate,0,agent_2,129,1554,161,64.1952,10419.7727,attributed,6.70513,162.3,technical
18d563f3,dc6d2b4a,patterns,nl_debate,0,agent_3,129,1031,161,42.7302,6935.705,attributed,6.727163,162.3,technical
18d563f3,c30ecbf4,patterns,nl_debate,0,agent_4,129,1101,161,45.576,7397.6179,attributed,6.718999,162.3,technical
21becff8,814229fe,patterns,nl_debate,0,agent_0,126,5530,156,217.9699,29670.1274,attributed,5.365303,136.1,billing
21becff8,2ad13f7f,patterns,nl_debate,0,agent_1,126,1227,156,50.7189,6903.8717,attributed,5.626627,136.1,billing
21becff8,33042bf1,patterns,nl_debate,0,agent_2,126,4604,156,182.7034,24869.6409,attributed,5.401747,136.1,billing
21becff8,c549919a,patterns,nl_debate,0,agent_3,126,5799,156,228.1204,31051.8164,attributed,5.354685,136.1,billing
21becff8,e4cc27c6,patterns,nl_debate,0,agent_4,126,3586,156,143.492,19532.1736,attributed,5.446786,136.1,billing
83701cc1,7f211f4b,patterns,nl_debate,0,agent_0,126,2607,158,105.6094,20417.8965,attributed,7.831951,193.3,billing
83701cc1,be3f21d8,patterns,nl_debate,0,agent_1,126,840,158,35.0212,6770.7916,attributed,8.060466,193.3,billing
83701cc1,46eab52d,patterns,nl_debate,0,agent_2,126,1035,158,42.889,8291.9055,attributed,8.011503,193.3,billing
83701cc1,d3d5e5aa,patterns,nl_debate,0,agent_3,126,3765,158,150.3896,29075.4354,attributed,7.722559,193.3,billing
83701cc1,368cb33d,patterns,nl_debate,0,agent_4,126,1748,158,71.9913,13918.372,attributed,7.962455,193.3,billing
d2a182f1,d72d6c65,patterns,nl_debate,0,agent_0,127,1331,155,55.2238,8852.3651,attributed,6.650913,160.3,technical
d2a182f1,19cedef7,patterns,nl_debate,0,agent_1,127,777,155,32.4438,5200.7353,attributed,6.693353,160.3,technical
d2a182f1,345e2762,patterns,nl_debate,0,agent_2,127,953,155,63.3974,10162.5917,attributed,10.66379,160.3,technical
d2a182f1,ccc9840a,patterns,nl_debate,0,agent_3,127,897,155,61.0289,9782.9216,attributed,10.906267,160.3,technical
d2a182f1,48bb8100,patterns,nl_debate,0,agent_4,127,2005,155,82.064,13154.8443,attributed,6.56102,160.3,technical
